citeid,paraid,citedsentence,citedparaid,score
199,1766696,"As COVID-19 has been associated with a multitude of cardiovascular complications (11) (12) (13) , the role of veno-arterial (VA) ECMO in the event of COVID-19-associated cardiovascular collapse has not yet been established.",75897,0.014514281
207,1261933,"In Paraguay, we have previously found that children with severe acute respiratory infection required longer time of hospitalization (5-15 days) when HRSV was present alone or in co-infection with adenovirus, rhinovirus, or coronavirus [4] .",1101738,0.000416494
210,50480,"PPE and ICU beds were urgently needed as scarce medical resources for the management of COVID-19 cases and for the protection of the medical staff [4, 5] .",3040293,0.004177538
221,3,"12 Multiple transmission routes are suspected; however, their exact contribution has not been elucidated so far.",1903280,7.18985E-09
272,1362889,"The serial interval can be defined as the time interval between a primary case presenting with symptoms and its infectee developing symptoms [7, 8] .",2308967,0.032941628
276,50480,"Another reason for postponing elective surgeries was the fear that patients admitted to hospital for elective surgery would become vectors for the transmission of a nosocomial infection with SARS-CoV-2 [3, 4] .",2603640,3.88526E-05
278,454307,"There is only limited evidence for the efficiency of surgical masks against seasonal influenza infection in healthcare personnel, while some evidence exists for mask wearing by infected patients to protect healthcare professionals (Bunyan et al., 2013) .",817101,0.012418373
287,1766697,"Compared to other major coronavirus outbreaks such as Severe Acute Respiratory Syndrome (SARS-CoV) and the Middle East Respiratory Syndrome (MERS-CoV), COVID-19 has been associated with increased incidence of cardiovascular complications (11) .",75893,0.019534966
288,1463834,It is proposed that an international vaccine advisory committee be established which would function to apprise the veterinary profession of the current status of vaccines and their use [7] .,2227618,4.62174E-06
293,3,"14 The upsurge of cases since mid-March in the Arabian Peninsula (mainly in Saudi Arabia) is possibly attributed to an increase in the number of primary cases and hospital-acquired cases, some as a part of mainly small (1-2 cases), but in a few instances large, outbreaks.",1419111,5.55438E-08
300,908651,8 adapted this system by substituting Gaussia luciferase.,3022481,0.000196635
311,807686,"Recent studies have suggested that in addition to direct viral damage, uncontrolled inflammation contributes to disease severity in COVID-19 3, 4 .",301746,5.34898E-06
314,50481,The outbreak of the pandemic also resulted in restrictions and cancellations in terms of kidney transplantation (KT) [6] [7] [8] [9] .,91075,1.51603E-08
324,252416,"However, among those with COVID-19, diabetes was reported in 6% of those not hospitalized, 24% of those hospitalized but not in intensive care, and 32% of those admitted to an intensive care unit (12) .",361978,0.001119176
339,50481,The outbreak of the pandemic also resulted in restrictions and cancellations in terms of kidney transplantation (KT) [6] [7] [8] [9] .,2027014,0.004622609
